name,name_norm,mv_eur,dob,contract,sub_position,club
Mohamed Diomandé,mohamed diomande,4000000,2001-10-30,2028-06-30,Central Midfield,Rangers FC
Abu Francis,abu francis,2000000,2001-04-27,2029-06-30,Central Midfield,Cercle Brugge
Lasso Coulibaly,lasso coulibaly,1500000,2002-10-19,2028-06-30,Right Winger,AJ Auxerre
Simon Adingra,simon adingra,22000000,2002-01-01,2030-06-30,Left Winger,Sunderland AFC
Sefer Emini,sefer emini,800000,2000-07-15,2027-06-30,Central Midfield,Sönderjyske Fodbold
Matteo Fiorenza,matteo fiorenza,50000,2003-06-15,2026-06-30,Goalkeeper,Torino FC
Dimo Krastev,dimo krastev,200000,2003-02-10,2024-06-30,Centre-Back,ACF Fiorentina
Vinicius Mingotti,vinicius mingotti,600000,2000-01-07,2026-12-31,Centre-Forward,Moreirense FC
Mor Ndiaye,mor ndiaye,550000,2000-11-22,2027-06-30,Defensive Midfield,Pogon Szczecin
Tsotne Bendianishvili,tsotne bendianishvili,100000,2002-12-27,2024-06-30,Central Midfield,KV Kortrijk
Kader Keita,kader keita,750000,2000-11-06,,Defensive Midfield,FC Rapid 1923
Ali Karakaya,ali karakaya,50000,2002-01-01,2026-06-30,Defensive Midfield,Konyaspor
Jesús Castillo,jesus castillo,1000000,2001-06-11,2028-12-31,Defensive Midfield,
Ilya Zabarnyi,ilya zabarnyi,50000000,2002-09-01,2030-06-30,Centre-Back,Paris Saint-Germain
Guilherme,guilherme,150000,2001-06-12,,Centre-Back,PFK Lviv
Emmanuel Ogura,emmanuel ogura,75000,2002-05-13,,Goalkeeper,Randers FC
Esey Gebreyesus,esey gebreyesus,100000,2004-01-23,2024-06-30,Right Midfield,Olympique Marseille
Marc Giger,marc giger,1000000,2004-03-27,2029-06-30,Centre-Forward,Union Saint-Gilloise
John-Kymani Gordon,john-kymani gordon,200000,2003-02-13,2026-06-30,Left Winger,Crystal Palace
Riccardo Pagano,riccardo pagano,2500000,2004-11-28,2025-06-30,Central Midfield,Associazione Sportiva Roma
Tommaso Mancini,tommaso mancini,500000,2004-07-23,2027-06-30,Centre-Forward,Juventus FC
Mattia Motolese,mattia motolese,125000,2004-04-13,2025-06-30,Centre-Back,Bologna Football Club 1909
Carney Chukwuemeka,carney chukwuemeka,25000000,2003-10-20,2030-06-30,Central Midfield,Borussia Dortmund
Soumaïla Coulibaly,soumaila coulibaly,7000000,2003-10-14,2029-06-30,Centre-Back,Stade Brestois 29
Warren Bondo,warren bondo,6000000,2003-09-15,2029-06-30,Central Midfield,US Cremonese
Noa Cervantes,noa cervantes,400000,2003-04-16,2023-06-30,Right Winger,Stade Reims
Félix Lemaréchal,felix lemarechal,10000000,2003-08-07,2029-06-30,Attacking Midfield,Club Brugge KV
Bilal Nadir,bilal nadir,9000000,2003-11-28,,Central Midfield,Olympique Marseille
Edouard Michut,edouard michut,2500000,2003-03-04,2027-06-30,Central Midfield,Fortuna Sittardia Combinatie
Elye Wahi,elye wahi,12000000,2003-01-02,2030-06-30,Centre-Forward,OGC Nice
Matthis Abline,matthis abline,20000000,2003-03-28,2028-06-30,Centre-Forward,FC Nantes
Gioele Zacchi,gioele zacchi,150000,2003-07-10,,Goalkeeper,US Sassuolo
Paulo Victor,paulo victor,400000,2001-03-21,2026-06-30,Left Winger,GD Chaves
Gerson Sousa,gerson sousa,800000,2002-05-10,2028-06-30,Right Winger,Athlitiki Enosi Kifisias
Jack de Vries,jack de vries,250000,2002-03-28,2023-06-30,Right Winger,Venezia FC
Ege Özkayimoglu,ege ozkayimoglu,100000,2001-07-18,2023-06-30,Centre-Forward,Göztepe
Johan Mina,johan mina,100000,2002-05-15,2023-06-30,Attacking Midfield,GD Estoril Praia
John Mercado,john mercado,4000000,2002-06-03,2029-06-30,Left Winger,AC Sparta Prague
Piero Hincapié,piero hincapie,50000000,2002-01-09,2031-06-30,Centre-Back,Arsenal FC
Zachary Duncan,zachary duncan,200000,2000-05-31,2024-11-30,Central Midfield,Aarhus GF
Bill,bill,300000,1999-05-07,2024-12-31,Left Winger,SC Dnipro-1
Maxim Mariani,maxim mariani,125000,2004-11-03,2028-06-30,Centre-Back,FC Groningen
Metin Yildirim,metin yildirim,25000,2000-02-25,,Central Midfield,Göztepe
Robbe Quirynen,robbe quirynen,150000,2001-11-03,2024-06-30,Right-Back,Royal Antwerp FC
Orri Óskarsson,orri oskarsson,12000000,2004-08-29,2030-06-30,Centre-Forward,Real Sociedad
Arttu Lötjönen,arttu lotjonen,25000,2004-01-28,,Centre-Back,UC Sampdoria
Federico Gattoni,federico gattoni,3500000,1999-02-16,2027-06-30,Centre-Back,Sevilla FC
Fedde Leysen,fedde leysen,5000000,2003-07-09,2029-06-30,Centre-Back,Union Saint-Gilloise
Diego Coppola,diego coppola,10000000,2003-12-28,2030-06-30,Centre-Back,Paris FC
Julio Enciso,julio enciso,20000000,2004-01-23,2029-06-30,Attacking Midfield,RC Strasbourg Alsace
Jeppe Kjær,jeppe kjr,400000,2004-03-01,2029-12-31,Attacking Midfield,Mjällby Almänna Idrottsförening
Jarrad Branthwaite,jarrad branthwaite,45000000,2002-06-27,2030-06-30,Centre-Back,Everton FC
Franco Orozco,franco orozco,2500000,2002-01-09,2026-06-30,Right Winger,Club Atlético Newell’s Old Boys
Jon Aramburu,jon aramburu,5000000,2002-07-23,2030-06-30,Right-Back,Real Sociedad
Carlos Faya,carlos faya,25000,2002-01-18,2026-12-31,Central Midfield,
Willian Pacho,willian pacho,70000000,2001-10-16,2029-06-30,Centre-Back,Paris Saint-Germain
Daniel Karlsbakk,daniel karlsbakk,900000,2003-04-07,2029-12-31,Centre-Forward,Sarpsborg 08 Fotballforening
Oscar Bobb,oscar bobb,25000000,2003-07-12,2031-06-30,Right Winger,Manchester City
Leo Hjelde,leo hjelde,1500000,2003-08-26,2028-06-30,Centre-Back,Sunderland AFC
Diego Acosta,diego acosta,50000,2002-11-12,2023-06-30,Centre-Forward,FC Orenburg
Alexandre Tégar,alexandre tegar,200000,2000-08-12,,Left-Back,Dijon FCO
Fabinho,fabinho,300000,1996-07-07,,Central Midfield,TOV FK Metalist 1925 Kharkiv
Dimitrios Tsipouras,dimitrios tsipouras,75000,2002-07-26,2023-06-30,Centre-Forward,AO Xanthi
David Møller Wolfe,david mller wolfe,4500000,2002-04-23,2030-06-30,Left-Back,Wolverhampton Wanderers
Elias Hoff Melkersen,elias hoff melkersen,900000,2002-12-31,2028-12-31,Centre-Forward,Strømsgodset IF
Gerónimo Bortagaray,geronimo bortagaray,175000,2000-08-05,2025-06-30,Centre-Back,PAS Giannina
Bogdan Porokh,bogdan porokh,300000,2000-08-05,2024-06-30,Centre-Back,Metalist Kharkiv
Steven Bradley,steven bradley,350000,2002-03-17,2025-05-31,Right Winger,Livingston FC
José Flores,jose flores,200000,2003-08-03,2026-12-31,Right Winger,Kryvbas Kryvyi Rig
Gabriel Santos,gabriel santos,250000,1999-03-16,,Left Winger,CD Nacional
Ahmetcan Kaplan,ahmetcan kaplan,5000000,2003-01-16,2027-06-30,Centre-Back,NEC Nijmegen
Furkan Yasa,furkan yasa,50000,2003-02-21,2023-06-30,Left-Back,Kasimpasa
Efecan Barlık,efecan barlk,100000,2003-01-13,2025-06-30,Centre-Forward,Basaksehir FK
Hüseyin Biber,huseyin biber,50000,2003-03-25,2023-06-30,Left Winger,Konyaspor
Eray Özbek,eray ozbek,125000,2003-01-09,,Attacking Midfield,Kayserispor
Amir Arli,amir arli,150000,2003-01-05,,Attacking Midfield,Dijon FCO
Izzet Karaboga,izzet karaboga,50000,2003-01-17,2023-06-30,Defensive Midfield,Konyaspor
Süleyman Cebeci,suleyman cebeci,200000,2003-01-05,,Attacking Midfield,Trabzonspor
Emirhan Tak,emirhan tak,50000,2003-04-10,2023-06-30,Right-Back,Sivasspor
Eray Güneş,eray gunes,25000,2003-09-04,2027-06-30,Left-Back,Alanyaspor
Philippe Keny,philippe keny,2000000,1999-05-18,2028-06-30,Centre-Forward,FC Zürich
Rassoul Ndiaye,rassoul ndiaye,5000000,2001-12-11,2028-06-30,Central Midfield,Le Havre AC
Rafa Marín,rafa marin,12000000,2002-05-19,2029-06-30,Centre-Back,Villarreal CF
Diego Rosa,diego rosa,2000000,2002-10-12,2028-05-31,Defensive Midfield,Sport Club Internacional
Juan,juan,4000000,2002-03-07,2029-06-30,Centre-Forward,Göztepe
Marcelo Pitaluga,marcelo pitaluga,300000,2002-12-20,2028-12-31,Goalkeeper,Fluminense Football Club
Miguel Silveira,miguel silveira,1200000,2003-03-26,2026-12-31,Attacking Midfield,Albirex Niigata
Bahri Can Tosun,bahri can tosun,75000,2002-10-13,2029-06-30,Goalkeeper,Bodrum FK
Vladislav Morozov,vladislav morozov,300000,2000-10-12,2027-06-30,Centre-Forward,FC Arouca
Sidnney,sidnney,350000,2000-05-15,2027-06-30,Left-Back,Livyi Bereg Kyiv
Ryotaro Tsunoda,ryotaro tsunoda,550000,1999-06-27,2028-06-30,Centre-Back,Yokohama Marinos
Giuseppe D'Agostino,giuseppe d'agostino,275000,2003-05-11,2023-06-30,Right Winger,SSC Napoli
Didier La Torre,didier la torre,200000,2002-03-21,2023-06-30,Left Winger,FC Emmen
Luis Rojas,luis rojas,500000,2002-03-06,,Attacking Midfield,Bologna Football Club 1909
Rodney Elongo-Yombo,rodney elongo-yombo,400000,2001-07-27,2026-06-30,Left Winger,Borussia Dortmund
Yılmaz Aktaş,ylmaz aktas,50000,2003-05-12,2026-06-30,Goalkeeper,Adana Demirspor
Dane Murray,dane murray,350000,2003-06-26,2028-05-31,Centre-Back,Celtic FC
Amarildo,amarildo,50000,1999-01-19,2023-09-30,Centre-Forward,FC Famalicão
Eniss Shabani,eniss shabani,200000,2003-05-29,2028-06-30,Defensive Midfield,HNK Vukovar 1991
Tyler Onyango,tyler onyango,500000,2003-03-04,,Central Midfield,Everton FC
Jacob Ondrejka,jacob ondrejka,8000000,2002-09-02,2029-06-30,Left Winger,Parma Calcio 1913
Jota Silva,jota silva,14000000,1999-08-01,2027-06-30,Left Winger,Beşiktaş Jimnastik Kulübü
Dinis Pinto,dinis pinto,3000000,2000-08-24,2027-06-30,Right-Back,Moreirense FC
Darko Gyabi,darko gyabi,2000000,2004-02-18,2026-06-30,Central Midfield,Leeds United
Sebastian Joffre,sebastian joffre,100000,1999-08-21,2024-12-31,Centre-Forward,RWD Molenbeek
Marcus Hannesbo,marcus hannesbo,250000,2002-05-11,2025-06-30,Left Midfield,AC Horsens
Baris Dogan,baris dogan,50000,2001-01-13,,Left-Back,Kayserispor
Lasse Berg Johnsen,lasse berg johnsen,1800000,1999-08-18,2028-06-30,Central Midfield,Sporting Kansas City
Zsombor Senkó,zsombor senko,200000,2003-01-04,,Goalkeeper,Juventus FC
Ramon,ramon,2500000,2001-03-13,2026-12-31,Left-Back,Esporte Clube Vitória
Vini Souza,vini souza,12000000,1999-06-17,2030-06-30,Defensive Midfield,VfL Wolfsburg
Mikkel Fischer,mikkel fischer,200000,2004-03-23,2030-06-30,Centre-Back,FK Haugesund
Giovanni Bonfanti,giovanni bonfanti,1000000,2003-01-17,2028-06-30,Centre-Back,Pisa Sporting Club
Andrea Oliveri,andrea oliveri,400000,2003-01-14,2026-06-30,Right Midfield,Atalanta BC
Alexandre Ippolito,alexandre ippolito,25000,1999-01-05,2023-06-30,Left Winger,Royal Excel Mouscron (-2022)
August Priske,august priske,200000,2004-03-23,2031-06-30,Centre-Forward,Djurgårdens Idrottsförening
Isak Dybvik Määttä,isak dybvik maatta,550000,2001-09-19,2028-12-31,Left-Back,Fotballklubben Bodø/Glimt
Dikeni Salifou,dikeni salifou,200000,2003-06-08,2028-06-30,Central Midfield,KV Mechelen
Ilya Golosov,ilya golosov,75000,2001-08-09,2023-06-30,Left-Back,FK Spartak Moskva
Arseniy Batagov,arseniy batagov,9000000,2002-03-05,2028-06-30,Centre-Back,Trabzonspor
Percy Liza,percy liza,275000,2000-04-10,2023-12-31,Centre-Forward,CS Marítimo
Jaden Philogene,jaden philogene,18000000,2002-02-08,2029-06-30,Left Winger,Aston Villa
Christos Liatsos,christos liatsos,200000,2003-09-01,2024-06-30,Attacking Midfield,Olympiakos Syndesmos Filathlon Peiraios
Bogachan Kazmaz,bogachan kazmaz,50000,2001-01-20,2024-06-30,Goalkeeper,Caykur Rizespor
Adam Gabriel,adam gabriel,750000,2001-05-28,2029-06-30,Right-Back,FC Midtjylland
Finn Stam,finn stam,450000,2003-04-13,2026-06-30,Centre-Back,FC Groningen
Satoshi Tanaka,satoshi tanaka,650000,2002-08-13,2030-06-30,Defensive Midfield,Fortuna Düsseldorf
Jonas Nickisch,jonas nickisch,200000,2004-05-21,2025-06-30,Goalkeeper,1.FC Köln
Denzel De Roeve,denzel de roeve,700000,2004-08-10,2028-12-31,Right-Back,Sportsklubben Brann
Corey Panter,corey panter,125000,2000-10-19,2024-06-30,Centre-Back,Dundee FC
Dario Gebuhr,dario gebuhr,400000,2003-05-06,,Centre-Back,Eintracht Frankfurt
Mattis Hoppe,mattis hoppe,150000,2003-07-23,2024-06-30,Right-Back,VfB Stuttgart
Denis Popov,denis popov,25000,2002-08-29,2023-06-30,Goalkeeper,FK Rostov
Christian Friedrich,christian friedrich,200000,2003-02-15,,Right-Back,Bröndby IF
Mohamed Simakan,mohamed simakan,20000000,2000-05-03,2029-06-30,Centre-Back,Al-Nassr Football Club
Daniel Fila,daniel fila,2300000,2002-08-21,2026-06-30,Centre-Forward,SK Slavia Prague
Beni Mukendi,beni mukendi,2000000,2002-05-21,2029-06-30,Central Midfield,Vitória Guimarães SC
Capita,capita,250000,2002-01-10,2029-06-30,Left Winger,Sporting Kansas City
Zito Luvumbo,zito luvumbo,7500000,2002-03-09,2027-06-30,Right Winger,RCD Mallorca
Maestro,maestro,1200000,2003-08-04,2029-06-30,Defensive Midfield,Alanyaspor
Kelvin John,kelvin john,750000,2003-06-10,2028-06-30,Centre-Forward,Aalborg BK
Akinkunmi Amoo,akinkunmi amoo,1000000,2002-06-07,2026-12-31,Right Winger,FC Copenhagen
Mubaraq Adeshina,mubaraq adeshina,125000,2002-01-30,2026-06-30,Left Winger,A.G.S Asteras Tripolis
Clement Ikenna,clement ikenna,400000,2003-03-16,,Defensive Midfield,Kryvbas Kryvyi Rig
Olakunle Olusegun,olakunle olusegun,2500000,2002-04-23,2028-06-30,Left Winger,FK Nizhny Novgorod
Alexandre Lauray,alexandre lauray,250000,1997-03-18,2024-06-30,Right-Back,FC Girondins Bordeaux
Ibrahima Fofana,ibrahima fofana,275000,2002-08-15,2029-12-31,Centre-Back,Hammarby IF
Algassime Bah,algassime bah,450000,2002-11-12,2027-05-31,Centre-Forward,Olympiakos Syndesmos Filathlon Peiraios
Valentyn Rubchynskyi,valentyn rubchynskyi,1000000,2002-02-15,2028-06-30,Central Midfield,Karpaty Lviv
Steve Mvoué,steve mvoue,250000,2002-02-02,2026-12-31,Central Midfield,Idrettsklubben Start
Mikayil Faye,mikayil faye,6000000,2004-07-14,2028-06-30,Centre-Back,Stade Rennais FC
Ousmane Ba,ousmane ba,400000,2002-06-06,2027-06-30,Goalkeeper,FC Metz
Aliou Baldé,aliou balde,1200000,2002-12-12,2029-06-30,Left Winger,FC St. Gallen 1879
Mees Rijks,mees rijks,300000,2003-03-08,2028-06-30,Centre-Forward,Vålerengens Idrettsforening
Federico Caia,federico caia,150000,2003-04-21,,Centre-Forward,Hellas Verona
Tommaso Bertini,tommaso bertini,100000,2004-01-13,,Goalkeeper,Atalanta BC
André Ferreira,andre ferreira,250000,2003-04-08,2026-06-30,Right-Back,SC Braga
Rodrigo Gomes,rodrigo gomes,12000000,2003-07-07,2029-06-30,Left Midfield,Wolverhampton Wanderers
Jeffry Puriel,jeffry puriel,50000,2002-11-16,2026-06-30,Left Winger,Almere City FC
Yasin Ayari,yasin ayari,30000000,2003-10-06,2027-06-30,Central Midfield,Brighton & Hove Albion
Emir Köksal,emir koksal,100000,2001-10-18,2023-06-30,Left-Back,Fenerbahce
Oguzhan Özcan,oguzhan ozcan,50000,2001-05-18,,Centre-Forward,Kasimpasa
Serhat Ahmetoglu,serhat ahmetoglu,100000,2002-02-05,2025-06-30,Right-Back,Fatih Karagümrük
Batuhan Cakir,batuhan cakir,10000,2001-01-26,2023-06-30,Centre-Back,Caykur Rizespor
Emre Yildiz,emre yildiz,25000,2001-09-11,,Attacking Midfield,Beşiktaş Jimnastik Kulübü
Chris Popov,chris popov,75000,2004-10-26,2026-05-31,Centre-Forward,Leicester City
Jordan James,jordan james,8000000,2004-07-02,2028-06-30,Central Midfield,Stade Rennais FC
Alperen Arslan,alperen arslan,50000,2001-09-09,2024-06-30,Centre-Back,Yeni Malatyaspor
Özgür Sert,ozgur sert,250000,2001-01-11,2025-06-30,Central Midfield,Erzurumspor FK
Muhammed Emin Yavas,muhammed emin yavas,25000,2000-09-05,2023-06-30,Central Midfield,Erzurumspor FK
Yusuf Koc,yusuf koc,50000,2001-08-05,,Attacking Midfield,Erzurumspor FK
Efe Binici,efe binici,25000,2001-02-04,2024-06-30,Central Midfield,Göztepe
Alexandru Borbei,alexandru borbei,150000,2003-06-27,2026-06-30,Goalkeeper,US Lecce
Ahmet Aslan,ahmet aslan,800000,2001-06-29,2028-06-30,Defensive Midfield,Bodrum FK
Osman Can Cötür,osman can cotur,50000,2001-09-13,,Centre-Back,Kayserispor
Brett Minnema,brett minnema,50000,2002-01-06,2024-06-30,Goalkeeper,SC Cambuur Leeuwarden
Youssuf Sylla,youssuf sylla,800000,2002-12-19,2028-06-30,Centre-Forward,Jagiellonia Bialystok
Paul Mukairu,paul mukairu,700000,2000-01-18,2027-06-30,Right Winger,Pogon Szczecin
Yavuz Ulas Genc,yavuz ulas genc,10000,2001-03-10,2023-06-30,Goalkeeper,Fatih Karagümrük
Talha Bulut,talha bulut,10000,2001-04-28,2023-06-30,Attacking Midfield,Antalyaspor
Sebastian Revan,sebastian revan,350000,2003-07-14,2027-06-30,Left-Back,Aston Villa
Oussama Targhalline,oussama targhalline,8000000,2002-05-20,2028-06-30,Defensive Midfield,Feyenoord Rotterdam
Mohamed Amine Essahel,mohamed amine essahel,10000,2003-02-17,,Attacking Midfield,KAS Eupen
Yassine Kechta,yassine kechta,5000000,2002-02-25,,Central Midfield,Le Havre AC
Irakliy Manelov,irakliy manelov,450000,2002-09-19,2028-06-30,Right Winger,FK Baltika
Vladislav Samko,vladislav samko,325000,2002-01-03,2023-06-30,Left Winger,FK Krasnodar
Alaa Bellaarouch,alaa bellaarouch,400000,2002-02-01,2027-06-30,Goalkeeper,SC Braga
Anas Nanah,anas nanah,50000,2003-03-12,,Left-Back,RC Strasbourg Alsace
Kerem Hayta,kerem hayta,50000,2001-08-03,,Centre-Back,Alanyaspor
Omar Faraj,omar faraj,700000,2002-03-09,2028-06-30,Centre-Forward,Halmstads BK
Mikail Balkaya,mikail balkaya,50000,2001-01-10,,Left-Back,Sivasspor
Özkan Yiğiter,ozkan yigiter,350000,2000-01-07,2026-06-30,Defensive Midfield,Sivasspor
Mert Dikici,mert dikici,25000,2000-11-07,,Attacking Midfield,Konyaspor
Eren Sahin,eren sahin,75000,2001-05-01,2024-06-30,Right Winger,Sivasspor
Maksim Vedeneev,maksim vedeneev,125000,2004-02-14,2024-06-30,Centre-Back,FK Spartak Moskva
Javi Serrano,javi serrano,700000,2003-01-16,2026-06-30,Central Midfield,Atlético de Madrid
Rodri Alonso,rodri alonso,300000,2003-01-04,2028-06-30,Central Midfield,Moreirense FC
Carlos Álvarez,carlos alvarez,400000,2003-08-06,2027-06-30,Attacking Midfield,Levante UD
Nico Serrano,nico serrano,1400000,2003-03-05,2028-06-30,Left Winger,Athletic Bilbao
Quique Fernández,quique fernandez,150000,2003-09-16,,Central Midfield,Real Betis Balompié
Petar Sučić,petar sucic,30000000,2003-10-25,2030-06-30,Central Midfield,Inter Milan
Ferran Ruiz,ferran ruiz,25000,2003-04-26,2026-06-30,Right-Back,Girona FC
Marcos Sánchez,marcos sanchez,100000,2003-10-26,2025-06-30,Right-Back,Villarreal CF
Rubén Iranzo,ruben iranzo,300000,2003-03-14,2027-06-30,Right-Back,Valencia CF
Bruninho,bruninho,1000000,2003-03-14,2027-12-31,Attacking Midfield,Red Bull Bragantino
Marlon Gomes,marlon gomes,10000000,2003-12-14,2028-12-31,Central Midfield,FC Shakhtar Donetsk
Rodrigo Varanda,rodrigo varanda,1000000,2003-01-11,,Right Winger,CD Santa Clara
Kayky,kayky,8000000,2003-06-11,2026-12-31,Right Winger,Sport Club Internacional
Marcos Leonardo,marcos leonardo,20000000,2003-05-02,2029-06-30,Centre-Forward,Al-Hilal Saudi Football Club
Marquinhos,marquinhos,7000000,2003-04-07,2028-12-31,Right Winger,Cruzeiro Esporte Clube
Ibra Cámara,ibra camara,50000,2003-01-18,2023-06-30,Centre-Back,Atlético de Madrid
Hugo Novoa,hugo novoa,1000000,2003-01-24,2026-06-30,Right-Back,Deportivo Alavés
Alan Godoy,alan godoy,200000,2003-05-04,2027-06-30,Centre-Forward,CF Estrela Amadora
Ibon Ispizua,ibon ispizua,100000,2003-04-08,2024-06-30,Goalkeeper,Athletic Bilbao
Aitor Fraga,aitor fraga,500000,2003-03-09,2029-06-30,Goalkeeper,Real Sociedad
Marcelo Flores,marcelo flores,800000,2003-10-01,2027-06-30,Left Winger,Tigres UANL
Georgios Maidanos,georgios maidanos,150000,1998-04-12,2024-06-30,Left-Back,Athlitiki Enosi Larisas
Naël Jaby,nael jaby,250000,2001-04-20,,Central Midfield,Clermont Foot 63
Rodrigo Huescas,rodrigo huescas,6000000,2003-09-18,2029-06-30,Right-Back,FC Copenhagen
Máximo Perrone,maximo perrone,25000000,2003-01-07,2029-06-30,Defensive Midfield,Como 1907
Nazinho,nazinho,4000000,2003-07-20,2030-06-30,Left-Back,Cercle Brugge
Stav Nachmani,stav nachmani,200000,2002-10-06,2026-06-30,Centre-Forward,St. Mirren FC
Doron Leidner,doron leidner,800000,2002-04-26,2026-06-30,Left-Back,FC Zürich
Yuito Suzuki,yuito suzuki,15000000,2001-10-25,,Second Striker,SC Freiburg
Vangelis Nikolaou,vangelis nikolaou,250000,2004-06-03,2028-06-30,Attacking Midfield,Panetolikos Agrinio
Martin Agnarsson,martin agnarsson,150000,2003-12-07,2030-12-31,Left-Back,Mjällby Almänna Idrottsförening
Elias Rusborg,elias rusborg,25000,2003-01-10,2025-06-30,Centre-Back,Hvidovre IF
Maksim Kolmakov,maksim kolmakov,150000,2003-01-05,2023-06-30,Attacking Midfield,FK Sochi
Luca Kjerrumgaard,luca kjerrumgaard,550000,2003-02-09,2027-06-30,Centre-Forward,Odense Boldklub
Matías Soulé,matias soule,25000000,2003-04-15,2029-06-30,Right Winger,Associazione Sportiva Roma
Joaquín Blázquez,joaquin blazquez,400000,2001-01-28,2026-12-31,Goalkeeper,Club Atlético Independiente de Avellaneda
Habib Keïta,habib keita,1000000,2002-02-05,2028-06-30,Central Midfield,Kocaelispor
Kewin,kewin,900000,1995-01-25,,Goalkeeper,Damac Football Club
Viktor Bliznichenko,viktor bliznichenko,350000,2002-09-29,2027-12-31,Left Winger,Obolon Kyiv
Volodymyr Brazhko,volodymyr brazhko,10000000,2002-01-23,2029-06-30,Defensive Midfield,Dynamo Kyiv
Danylo Goncharuk,danylo goncharuk,150000,2002-07-13,2025-06-30,Centre-Forward,Kryvbas Kryvyi Rig
Yevgeniy Ryazantsev,yevgeniy ryazantsev,175000,2002-01-28,2026-06-30,Right Winger,Chornomorets Odesa
Tom Cannon,tom cannon,8000000,2002-12-28,2029-06-30,Centre-Forward,Leicester City
Konstantinos Koulierakis,konstantinos koulierakis,25000000,2003-11-28,2029-06-30,Centre-Back,VfL Wolfsburg
Athanasios Papadoudis,athanasios papadoudis,400000,2003-09-06,,Goalkeeper,Olympiakos Syndesmos Filathlon Peiraios
Jorge Pascual,jorge pascual,1000000,2003-04-09,2025-06-30,Centre-Forward,Villarreal CF
Renild Kasemi,renild kasemi,75000,2003-04-05,,Central Midfield,APO Levadiakos Football Club
Fotis Kitsos,fotis kitsos,600000,2003-03-31,2027-05-31,Left-Back,Volou Neos Podosferikos Syllogos
Enes Tepecik,enes tepecik,75000,2004-03-11,2026-06-30,Attacking Midfield,MKE Ankaragücü
Andrea Bozzolan,andrea bozzolan,125000,2004-02-23,,Left-Back,AC Milan
Filippo Distefano,filippo distefano,600000,2003-08-28,2024-06-30,Second Striker,ACF Fiorentina
Leonardo Lelo,leonardo lelo,8000000,2000-03-30,2029-06-30,Left-Back,SC Braga
João Diogo,joao diogo,50000,1999-01-13,,Right Winger,Karpaty Lviv (-2021)
Tanner Tessmann,tanner tessmann,12000000,2001-09-24,2029-06-30,Defensive Midfield,Olympique Lyon
Andreas Schjelderup,andreas schjelderup,14000000,2004-06-01,2028-06-30,Left Winger,SL Benfica
Isak Hansen-Aarøen,isak hansen-aaren,800000,2004-08-22,2027-06-30,Attacking Midfield,SV Werder Bremen
Victor Loturi,victor loturi,800000,2001-05-21,2026-12-31,Central Midfield,Club de Foot Montréal
José Gallegos,jose gallegos,500000,2001-09-22,2026-06-30,Attacking Midfield,Sönderjyske Fodbold
Doğukan Kaya,dogukan kaya,75000,2000-01-16,2026-06-30,Goalkeeper,MKE Ankaragücü
Matej Angelov,matej angelov,300000,2004-07-11,2027-06-30,Defensive Midfield,LNZ Cherkasy
Harvey Griffiths,harvey griffiths,150000,2003-09-22,2026-06-30,Defensive Midfield,Wolverhampton Wanderers
João Neves,joao neves,110000000,2004-09-27,2029-06-30,Central Midfield,Paris Saint-Germain
Marco Cruz,marco cruz,450000,2004-02-23,2026-06-30,Attacking Midfield,Vitória Guimarães SC
Hugo Félix,hugo felix,1000000,2004-03-03,2029-06-30,Attacking Midfield,CD Tondela
Youssef Chermiti,youssef chermiti,6000000,2004-05-24,2029-06-30,Centre-Forward,Everton FC
André Gomes,andre gomes,2500000,2004-10-20,2028-06-30,Goalkeeper,FC Alverca
Diogo Pinto,diogo pinto,500000,2004-06-18,2028-06-30,Goalkeeper,CF Estrela Amadora
Diogo Monteiro,diogo monteiro,500000,2005-01-28,2028-06-30,Centre-Back,FC Arouca
Gabriel Brás,gabriel bras,1000000,2004-03-25,2028-06-30,Centre-Back,FC Porto
Dário Essugo,dario essugo,3500000,2005-03-14,2033-06-30,Defensive Midfield,Chelsea FC
Diogo Prioste,diogo prioste,2000000,2004-03-26,2027-06-30,Central Midfield,SL Benfica
Oleg Dzantiev,oleg dzantiev,75000,1999-03-09,2023-06-30,Centre-Back,FK Ufa
Joe Whitworth,joe whitworth,1700000,2004-02-29,2026-05-31,Goalkeeper,Crystal Palace
Omari Forson,omari forson,2000000,2004-07-20,2028-06-30,Right Winger,AC Monza
Ben Chrisene,ben chrisene,300000,2004-01-12,2025-06-30,Left-Back,Kilmarnock FC
Mohamed-Ali Cho,mohamed-ali cho,12000000,2004-01-19,2028-06-30,Right Winger,OGC Nice
Divin Mubama,divin mubama,6000000,2004-10-25,2026-06-30,Centre-Forward,Manchester City
Alex Matos,alex matos,1200000,2004-10-03,2026-06-30,Central Midfield,Chelsea FC
Jude Soonsup-Bell,jude soonsup-bell,300000,2004-01-10,2026-06-30,Centre-Forward,
Lewis Hall,lewis hall,32000000,2004-09-08,2029-06-30,Left-Back,Newcastle United
Antwoine Hackford,antwoine hackford,500000,2004-03-20,2026-06-30,Centre-Forward,Sheffield United
Luke Chambers,luke chambers,1500000,2004-06-24,2025-05-31,Centre-Back,Liverpool FC
Sonny Perkins,sonny perkins,1200000,2004-02-10,2025-06-30,Centre-Forward,Leeds United
Jamie Gittens,jamie gittens,40000000,2004-08-08,2032-06-30,Left Winger,Chelsea FC
